Nickname,Player Details,Final Score,Show Info
John,"John Schultz, a computer programmer from Ann Arbor, Michigan (whose 3-day cash winnings total $74,000)","$11,000 ","J! Archive - Show #6982, aired 2015-01-13"
Jeremy,"Jeremy Reff, a business developer from Brooklyn, New York",$1 ,"J! Archive - Show #6982, aired 2015-01-13"
Abbie,"Abbie Micucci, a stay-at-home mom from Westborough, Massachusetts","$6,000 ","J! Archive - Show #6982, aired 2015-01-13"
John,"John Schultz, a computer programmer from Ann Arbor, Michigan (whose 2-day cash winnings total $57,600)","$16,400 ","J! Archive - Show #6981, aired 2015-01-12"
Ricardo,"Ricardo Pineres, a government relations professional from Herndon, Virginia",$50 ,"J! Archive - Show #6981, aired 2015-01-12"
Lauren,"Lauren Gambier, an attorney from New York, New York",$1 ,"J! Archive - Show #6981, aired 2015-01-12"
John,"John Schultz, a computer programmer from Ann Arbor, Michigan (whose 1-day cash winnings total $27,600)","$26,800 ","J! Archive - Show #6980, aired 2015-01-09"
Verna,"Verna Kale, a rhetoric professor and writer from Midlothian, Virginia",$1 ,"J! Archive - Show #6980, aired 2015-01-09"
Evan,"Evan Perkins, an advertiser account representative from San Francisco, California","$15,200 ","J! Archive - Show #6980, aired 2015-01-09"
Elliot,"Elliot Yates, an opera producer from New York, New York (whose 4-day cash winnings total $65,000)","$20,601 ","J! Archive - Show #6979, aired 2015-01-08"
Elizabeth,"Elizabeth Scott-Jones, a budget analyst from Riverside, California",$100 ,"J! Archive - Show #6979, aired 2015-01-08"
John,"John Schultz, a computer programmer from Ann Arbor, Michigan","$27,600 ","J! Archive - Show #6979, aired 2015-01-08"
Elliot,"Elliot Yates, an opera producer from New York, New York (whose 3-day cash winnings total $50,000)","$15,000 ","J! Archive - Show #6978, aired 2015-01-07"
Rebecca,"Rebecca Speas, a theater artist originally from Greensboro, North Carolina","$10,000 ","J! Archive - Show #6978, aired 2015-01-07"
Nathan,"Nathan Tsoi, a program analyst from Arlington, Virginia",$100 ,"J! Archive - Show #6978, aired 2015-01-07"
Elliot,"Elliot Yates, an opera producer from New York, New York (whose 2-day cash winnings total $29,201)","$20,799 ","J! Archive - Show #6977, aired 2015-01-06"
Alan,"Alan Hait, an employee benefits consultant from Wilton Manors, Florida","$19,200 ","J! Archive - Show #6977, aired 2015-01-06"
Val,"Val Hannon, a library circulation clerk from Allen, Texas",$0 ,"J! Archive - Show #6977, aired 2015-01-06"
Elliot,"Elliot Yates, an opera producer from New York, New York (whose 1-day cash winnings total $18,201)","$6,799 ","J! Archive - Show #6976, aired 2015-01-05"
Dara :),"Dara Gocheski, a librarian from Denver, Colorado",$100 ,"J! Archive - Show #6976, aired 2015-01-05"
Eric,"Eric Westra, a middle school humanities teacher from Omaha, Nebraska","$7,200 ","J! Archive - Show #6976, aired 2015-01-05"
Vaughn,"Vaughn Winchell, a stay-at-home dad and graduate student from Columbia, Maryland (whose 5-day cash winnings total $103,103)","$4,399 ","J! Archive - Show #6975, aired 2015-01-02"
Mike,"Mike Blaha, an attorney originally from Homestead, Florida","$4,799 ","J! Archive - Show #6975, aired 2015-01-02"
Elliot,"Elliot Yates, an opera producer from New York, New York","$18,201 ","J! Archive - Show #6975, aired 2015-01-02"
Vaughn,"Vaughn Winchell, a stay-at-home dad and graduate student from Columbia, Maryland (whose 4-day cash winnings total $78,302)","$24,801 ","J! Archive - Show #6974, aired 2015-01-01"
Page,"Page Krugman, a proposal writer from Nashville, Tennessee","$24,401 ","J! Archive - Show #6974, aired 2015-01-01"
Elan,"Elan Sherbill, an e-commerce blogger from Chicago, Illinois","$17,200 ","J! Archive - Show #6974, aired 2015-01-01"
Vaughn,"Vaughn Winchell, a stay-at-home dad and graduate student from Columbia, Maryland (whose 3-day cash winnings total $66,502)","$11,800 ","J! Archive - Show #6973, aired 2014-12-31"
Zamir,"Zamir Ahmed, a manager of media relations from Washington, D.C.",$400 ,"J! Archive - Show #6973, aired 2014-12-31"
Jennifer,"Jennifer Harris, a Ph.D. student originally from Houston, Texas","$7,000 ","J! Archive - Show #6973, aired 2014-12-31"
Vaughn,"Vaughn Winchell, a stay-at-home dad and graduate student from Columbia, Maryland (whose 2-day cash winnings total $40,101)","$26,401 ","J! Archive - Show #6972, aired 2014-12-30"
Marcia,"Marcia Kuipers, an information systems analyst from Wayne, New Jersey","$23,700 ","J! Archive - Show #6972, aired 2014-12-30"
Dan,"Dan Eling, a naval architect from Arlington, Virginia","$23,598 ","J! Archive - Show #6972, aired 2014-12-30"
Vaughn,"Vaughn Winchell, a stay-at-home dad and graduate student from Columbia, Maryland (whose 1-day cash winnings total $22,500)","$12,800 ","J! Archive - Show #6971, aired 2014-12-29"
Thomas,"Thomas Todd, a restaurant manager from Santa Cruz, California",$103 ,"J! Archive - Show #6971, aired 2014-12-29"
Ramona,"Ramona Bartos, a historic preservation administrator from Fuquay-Varina, North Carolina","$14,200 ","J! Archive - Show #6971, aired 2014-12-29"
Brian,"Brian Hamilton, an attorney from Sacramento, California (whose 2-day cash winnings total $45,202)","$5,599 ","J! Archive - Show #6970, aired 2014-12-26"
Amy,"Amy Williamson, an English teacher from Hickory, North Carolina","$9,599 ","J! Archive - Show #6970, aired 2014-12-26"
Vaughn,"Vaughn Winchell, a stay-at-home dad and graduate student from Columbia, Maryland","$22,500 ","J! Archive - Show #6970, aired 2014-12-26"
Brian,"Brian Hamilton, an attorney from Sacramento, California (whose 1-day cash winnings total $21,201)","$24,001 ","J! Archive - Show #6969, aired 2014-12-25"
Jason,"Jason Zbanek, a fourth grade teacher from Bloomfield Hills, Michigan","$2,000 ","J! Archive - Show #6969, aired 2014-12-25"
Heather,"Heather Seal-Breslin, a stay-at-home mom from Flower Mound, Texas","$4,000 ","J! Archive - Show #6969, aired 2014-12-25"
Avishai,"Avishai Gebler, a rabbinical student originally from Sharon, Massachusetts (whose 1-day cash winnings total $25,200)","$5,600 ","J! Archive - Show #6968, aired 2014-12-24"
Becca,"Becca Allred, an educator from Orem, Utah",$0 ,"J! Archive - Show #6968, aired 2014-12-24"
Brian,"Brian Hamilton, an attorney from Sacramento, California","$21,201 ","J! Archive - Show #6968, aired 2014-12-24"
Allison,"Allison Fraser, a stay-at-home mom from Alexandria, Virginia (whose 2-day cash winnings total $40,901)","$13,500 ","J! Archive - Show #6967, aired 2014-12-23"
Avishai,"Avishai Gebler, a rabbinical student originally from Sharon, Massachusetts","$25,200 ","J! Archive - Show #6967, aired 2014-12-23"
Melissa,"Melissa Applebee, a high school teacher from Urbana, Illinois",$199 ,"J! Archive - Show #6967, aired 2014-12-23"
Allison,"Allison Fraser, a stay-at-home mom from Alexandria, Virginia (whose 1-day cash winnings total $20,500)","$20,401 ","J! Archive - Show #6966, aired 2014-12-22"
Bert,"Bert Ifill, a semi-retired educator from Silver Spring, Maryland","$15,700 ","J! Archive - Show #6966, aired 2014-12-22"
Carly,"Carly Shevinsky, a lab tech from Ramona, California",$200 ,"J! Archive - Show #6966, aired 2014-12-22"
Kevin,"Kevin Hozey, a history teacher from Jacksonville, Florida (whose 1-day cash winnings total $27,601)","$10,100 ","J! Archive - Show #6965, aired 2014-12-19"
Allison,"Allison Fraser, a stay-at-home mom from Alexandria, Virginia","$20,500 ","J! Archive - Show #6965, aired 2014-12-19"
Chris,"Chris Trumpy, a project analyst from Ventura, California","$1,594 ","J! Archive - Show #6965, aired 2014-12-19"
Kurt,"Kurt Fritzsche, a medical device engineer from Loveland, Ohio (whose 1-day cash winnings total $13,201)","$5,200 ","J! Archive - Show #6964, aired 2014-12-18"
David,"David Emery-Peck, a development officer from Oberlin, Ohio",$600 ,"J! Archive - Show #6964, aired 2014-12-18"
Kevin,"Kevin Hozey, a history teacher from Jacksonville, Florida","$27,601 ","J! Archive - Show #6964, aired 2014-12-18"
Rooks,"Alysha Rooks, a writer originally from New Orleans, Louisiana (whose 2-day cash winnings total $29,824)","$1,600 ","J! Archive - Show #6963, aired 2014-12-17"
Anne,"Anne Hand, a nonprofit program manager originally from Acton, Massachusetts","$1,199 ","J! Archive - Show #6963, aired 2014-12-17"
Kurt,"Kurt Fritzsche, a medical device engineer from Loveland, Ohio","$13,201 ","J! Archive - Show #6963, aired 2014-12-17"
Rooks,"Alysha Rooks, a writer originally from New Orleans, Louisiana (whose 1-day cash winnings total $18,412)","$3,800 ","J! Archive - Show #6962, aired 2014-12-16"
Jean,"Jean Parker, a bartender from Montgomery, Alabama",$75 ,"J! Archive - Show #6962, aired 2014-12-16"
Josh,"Josh Vittor, a law student from New York, New York","$11,000 ","J! Archive - Show #6962, aired 2014-12-16"
Ryan,"Ryan Pensyl, an Army officer originally from Shamokin, Pennsylvania (whose 2-day cash winnings total $32,000)",$0 ,"J! Archive - Show #6961, aired 2014-12-15"
Rooks,"Alysha Rooks, a writer originally from New Orleans, Louisiana","$18,412 ","J! Archive - Show #6961, aired 2014-12-15"
Rex,"Rex Marzke, a user interface designer from Houston, Texas","$10,787 ","J! Archive - Show #6961, aired 2014-12-15"
Ryan,"Ryan Pensyl, an Army officer originally from Shamokin, Pennsylvania (whose 1-day cash winnings total $7,599)","$24,401 ","J! Archive - Show #6960, aired 2014-12-12"
Emily,"Emily Moody, a social worker from Easton Maryland","$3,799 ","J! Archive - Show #6960, aired 2014-12-12"
Michael,"Michael Oliphant, an acupuncturist from Chicago, Illinois","$22,356 ","J! Archive - Show #6960, aired 2014-12-12"
Peter,"Peter McGillicuddy, a human resources director from Holliston, Massachusetts (whose 2-day cash winnings total $18,799)",$0 ,"J! Archive - Show #6959, aired 2014-12-11"
Jennifer,"Jennifer Gilmore, a yoga teacher and fitness instructor from Menifee, California","$6,800 ","J! Archive - Show #6959, aired 2014-12-11"
Ryan,"Ryan Pensyl, an Army officer originally from Shamokin, Pennsylvania","$7,599 ","J! Archive - Show #6959, aired 2014-12-11"
Peter,"Peter McGillicuddy, a human resources director from Holliston, Massachusetts (whose 1-day cash winnings total $15,400)","$3,399 ","J! Archive - Show #6958, aired 2014-12-10"
Mindy,"Mindy Miner, an attorney from Schenectady, New York",$0 ,"J! Archive - Show #6958, aired 2014-12-10"
Travis,"Travis Darling, a customer service manager from Norman, Oklahoma",$0 ,"J! Archive - Show #6958, aired 2014-12-10"
Ann,"Ann Conger, a healthcare analyst from New Orleans, Louisiana (whose 2-day cash winnings total $21,799)","$2,800 ","J! Archive - Show #6957, aired 2014-12-09"
MaryBeth,"MaryBeth Chmielewski, a purchasing clerk from Westland, Michigan","$2,399 ","J! Archive - Show #6957, aired 2014-12-09"
Peter,"Peter McGillicuddy, a human resources director from Holliston, Massachusetts","$15,400 ","J! Archive - Show #6957, aired 2014-12-09"
Ann,"Ann Conger, a healthcare analyst from New Orleans, Louisiana (whose 1-day cash winnings total $13,999)","$7,800 ","J! Archive - Show #6956, aired 2014-12-08"
Amanda,"Amanda Miller, a retail assistant manager originally from Gouverneur, New York",$100 ,"J! Archive - Show #6956, aired 2014-12-08"
Patrick =),"Patrick Fernandez, a risk analytics manager from Irvine, California","$2,199 ","J! Archive - Show #6956, aired 2014-12-08"
Emma,"Emma Miller,  from San Mateo, California","$17,600 ","J! Archive - Show #6955, aired 2014-12-05"
Neha,"Neha Rao,  from Johns Creek, Georgia","$11,400 ","J! Archive - Show #6955, aired 2014-12-05"
Tyler,"Tyler Van Patten,  from Burlington, Wisconsin","$23,801 ","J! Archive - Show #6955, aired 2014-12-05"
Zane,"Zane Ice, a 12-year-old from West Palm Beach, Florida","$29,203 ","J! Archive - Show #6954, aired 2014-12-04"
Courtney,"Courtney Jones, a 12-year-old from Largo, Maryland","$9,202 ","J! Archive - Show #6954, aired 2014-12-04"
Olivia,"Olivia Woods, a 12-year-old from Cincinnati, Ohio","$2,000 ","J! Archive - Show #6954, aired 2014-12-04"
Grace,"Grace Acton,  from Harvard, Massachusetts","$4,599 ","J! Archive - Show #6953, aired 2014-12-03"
Gabby,"Gabby Fusco, an 11-year-old from Maspeth, New York","$13,200 ","J! Archive - Show #6953, aired 2014-12-03"
Jake,"Jake McCrory, an 11-year-old from Pueblo, Colorado","$10,200 ","J! Archive - Show #6953, aired 2014-12-03"
Adam,"Adam Barrow, an 11-year-old from Greensboro, North Carolina",$3 ,"J! Archive - Show #6952, aired 2014-12-02"
Krissy,"Krissy Brzycki, an 11-year-old from Indianapolis, Indiana","$10,400 ","J! Archive - Show #6952, aired 2014-12-02"
Ryan,"Ryan Elkins, a 12-year-old from Bensalem, Pennsylvania","$17,100 ","J! Archive - Show #6952, aired 2014-12-02"
Victoria,"Victoria Agrinya, a 12-year-old from Woodbridge, Virginia",$0 ,"J! Archive - Show #6951, aired 2014-12-01"
Will,"Will Harter, a 12-year-old from Park Ridge, Illinois",$800 ,"J! Archive - Show #6951, aired 2014-12-01"
Cerulean,"Cerulean Ozarow, an 11-year-old from Brooklyn, New York","$25,158 ","J! Archive - Show #6951, aired 2014-12-01"
David,"David Greisman, a communications manager and boxing writer from Columbia, Maryland (whose 1-day cash winnings total $11,600)","$11,105 ","J! Archive - Show #6950, aired 2014-11-28"
Sam,"Sam Sukaton, a community organizer from Los Angeles, California","$2,000 ","J! Archive - Show #6950, aired 2014-11-28"
Ann,"Ann Conger, a healthcare analyst from New Orleans, Louisiana","$13,999 ","J! Archive - Show #6950, aired 2014-11-28"
Aggie,"Aggie Lee, an attorney from Los Angeles, California (whose 1-day cash winnings total $15,800)","$3,199 ","J! Archive - Show #6949, aired 2014-11-27"
Michelle,"Michelle Chick, an administrative assistant from Livonia, Michigan","$7,000 ","J! Archive - Show #6949, aired 2014-11-27"
David,"David Greisman, a communications manager and boxing writer from Columbia, Maryland","$11,600 ","J! Archive - Show #6949, aired 2014-11-27"
Mariusz,"Mariusz Galczynski, a university lecturer from St. Charles, Illinois (whose 1-day cash winnings total $20,350)","$9,600 ","J! Archive - Show #6948, aired 2014-11-26"
Aggie,"Aggie Lee, an attorney from Los Angeles, California","$15,800 ","J! Archive - Show #6948, aired 2014-11-26"
Joel,"Joel Stjernholm, a student and emergency room scribe from Minneapolis, Minnesota","$14,799 ","J! Archive - Show #6948, aired 2014-11-26"
Doug,"Doug Perez, a database developer from Monrovia, California (whose 1-day cash winnings total $17,000)",$10 ,"J! Archive - Show #6947, aired 2014-11-25"
Mariusz,"Mariusz Galczynski, a university lecturer from St. Charles, Illinois","$20,350 ","J! Archive - Show #6947, aired 2014-11-25"
Eugene,"Eugene Britton, a chemical engineer from Gonzales, Louisiana","$3,895 ","J! Archive - Show #6947, aired 2014-11-25"
Jennifer,"Jennifer Healy, a training system manager from Hilliard, Ohio (whose 1-day cash winnings total $17,001)","$5,200 ","J! Archive - Show #6946, aired 2014-11-24"
Courtney,"Courtney Jordan, a dancer from New York, New York",$100 ,"J! Archive - Show #6946, aired 2014-11-24"
Doug,"Doug Perez, a database developer from Monrovia, California","$17,000 ","J! Archive - Show #6946, aired 2014-11-24"
Ben,"Ben Ingram, an IT consultant originally from Florence, South Carolina (subtotal of $25,600)","$2,399 ","J! Archive - Show #6945, aired 2014-11-21"
Arthur,"Arthur Chu, a compliance analyst, voiceover artist, and blogger from Broadview Heights, Ohio (subtotal of $15,600)",$0 ,"J! Archive - Show #6945, aired 2014-11-21"
Julia,"Julia Collins, a 20-time Jeopardy! champion from Kenilworth, Illinois (subtotal of $6,400)","$5,600 ","J! Archive - Show #6945, aired 2014-11-21"
Ben,"Ben Ingram, an IT consultant originally from Florence, South Carolina","$25,600 ","J! Archive - Show #6944, aired 2014-11-20"
Arthur,"Arthur Chu, a compliance analyst, voiceover artist, and blogger from Broadview Heights, Ohio","$15,600 ","J! Archive - Show #6944, aired 2014-11-20"
Julia,"Julia Collins, a 20-time Jeopardy! champion from Kenilworth, Illinois","$6,400 ","J! Archive - Show #6944, aired 2014-11-20"
Ben,"Ben Ingram, an IT consultant originally from Florence, South Carolina","$29,800 ","J! Archive - Show #6943, aired 2014-11-19"
Joshua,"Joshua Brakhage, a TV news producer originally from South Coffeyville, Oklahoma","$2,594 ","J! Archive - Show #6943, aired 2014-11-19"
